date,service,region,instance_type,storage_type,usage_units,data_egress_gb,cpu_utilization,memory_utilization,active_users,cost_usd,anomaly_flag
2024-07-13,DataTransfer,eu-west-1,,,1.05,5.08,,,599,9.8,0
2024-07-14,EC2,eu-west-1,t3.medium,,1.03,0.9,79.53,57.1,389,27.03,0
2024-07-14,S3,us-east-1,,IA,0.84,1.64,,,683,8.01,0
2024-07-14,RDS,us-east-1,m5.large,,1.02,0.51,70.17,55.9,531,13.4,0
2024-07-14,Lambda,us-west-2,,,1.12,1.99,,,374,4.83,0
2024-07-14,DataTransfer,us-east-1,,,1.34,3.45,,,666,10.96,0
2024-07-15,EC2,us-east-1,t2.micro,,1.3,0.21,54.31,55.91,775,44.71,0
2024-07-15,S3,eu-west-1,,Standard,0.78,0.14,,,579,9.01,0
2024-07-15,RDS,eu-west-1,t2.micro,,0.86,1.41,34.62,36.95,332,15.46,0
2024-07-15,Lambda,eu-west-1,,,1.22,1.42,,,155,6.28,0
2024-07-15,DataTransfer,us-east-1,,,1.22,9.18,,,367,15.76,0
2024-07-16,EC2,eu-west-1,t3.medium,,0.83,0.08,41.34,76.17,162,28.44,0
2024-07-16,S3,eu-west-1,,Standard,1.06,1.72,,,968,12.87,0
2024-07-16,RDS,us-west-2,m5.large,,0.72,1.07,13.02,76.56,195,12.85,0
2024-07-16,Lambda,us-west-2,,,1.09,0.56,,,555,5.25,0
2024-07-16,DataTransfer,us-east-1,,,1.32,3.99,,,931,14.0,0
2024-07-17,EC2,us-east-1,t3.medium,,0.94,0.01,42.28,36.43,740,57.63,1
2024-07-17,S3,eu-west-1,,IA,1.39,1.9,,,418,16.75,0
2024-07-17,RDS,eu-west-1,m5.large,,0.83,1.11,33.31,49.22,335,14.67,0
2024-07-17,Lambda,us-east-1,,,1.31,1.81,,,462,6.86,0
2024-07-17,DataTransfer,eu-west-1,,,0.93,1.07,,,592,8.97,0
2024-07-18,EC2,us-west-2,m5.large,,1.4,0.63,63.92,79.1,489,47.58,0
2024-07-18,S3,eu-west-1,,Glacier,0.93,0.04,,,163,10.5,0
2024-07-18,RDS,us-east-1,t2.micro,,1.27,1.09,16.23,86.88,268,22.13,0
2024-07-18,Lambda,us-east-1,,,1.3,0.34,,,110,6.05,0
2024-07-18,DataTransfer,us-west-2,,,0.71,5.12,,,114,8.96,0
2024-07-19,EC2,eu-west-1,t2.micro,,1.27,1.78,25.94,39.89,896,43.87,0
2024-07-19,S3,us-east-1,,IA,1.08,0.32,,,708,12.32,0
2024-07-19,RDS,us-west-2,t3.medium,,0.84,0.89,76.39,65.83,922,14.55,0
2024-07-19,Lambda,us-east-1,,,0.81,1.09,,,247,4.19,0
2024-07-19,DataTransfer,eu-west-1,,,0.96,4.14,,,328,10.74,0
2024-07-20,EC2,us-east-1,m5.large,,0.88,1.94,68.78,68.97,616,23.23,0
2024-07-20,S3,us-east-1,,Standard,0.8,1.53,,,658,7.48,0
2024-07-20,RDS,eu-west-1,t3.medium,,0.97,1.55,37.41,63.94,904,12.97,0
2024-07-20,Lambda,us-east-1,,,0.8,1.88,,,712,3.64,0
2024-07-20,DataTransfer,eu-west-1,,,1.32,6.25,,,643,12.01,0
2024-07-21,EC2,us-east-1,t2.micro,,1.09,1.34,84.1,63.34,139,28.15,0
2024-07-21,S3,us-east-1,,IA,0.87,0.85,,,676,7.71,0
2024-07-21,RDS,eu-west-1,m5.large,,0.91,1.29,58.08,68.73,576,12.08,0
2024-07-21,Lambda,us-west-2,,,1.28,0.41,,,543,4.48,0
2024-07-21,DataTransfer,eu-west-1,,,1.26,1.8,,,341,9.35,0
2024-07-22,EC2,us-east-1,m5.large,,0.84,0.82,15.78,60.31,764,28.45,0
2024-07-22,S3,us-east-1,,Glacier,0.76,0.4,,,393,8.67,0
2024-07-22,RDS,us-west-2,t2.micro,,0.76,1.82,10.48,53.87,367,13.65,0
2024-07-22,Lambda,us-east-1,,,0.94,0.22,,,867,4.3,0
2024-07-22,DataTransfer,us-west-2,,,0.84,7.42,,,710,11.22,0
2024-07-23,EC2,us-east-1,t3.medium,,1.07,0.39,23.3,84.15,131,35.95,0
2024-07-23,S3,us-west-2,,Standard,0.78,0.01,,,453,8.66,0
2024-07-23,RDS,eu-west-1,m5.large,,0.74,0.63,49.94,35.16,296,12.6,0
2024-07-23,Lambda,eu-west-1,,,0.76,0.97,,,203,3.86,0
2024-07-23,DataTransfer,us-west-2,,,0.88,6.24,,,529,10.96,0
2024-07-24,EC2,us-west-2,t2.micro,,1.34,1.14,70.97,76.83,880,44.9,0
2024-07-24,S3,us-east-1,,Glacier,1.28,1.97,,,917,15.17,0
2024-07-24,RDS,us-east-1,t3.medium,,1.14,1.48,74.41,79.15,879,19.58,0
2024-07-24,Lambda,us-east-1,,,0.74,0.8,,,513,3.66,0
2024-07-24,DataTransfer,us-west-2,,,1.11,4.64,,,183,12.12,0
2024-07-25,EC2,eu-west-1,t2.micro,,0.85,0.23,57.71,53.93,170,28.32,0
2024-07-25,S3,eu-west-1,,Glacier,1.38,1.43,,,508,15.89,0
2024-07-25,RDS,us-west-2,t3.medium,,1.26,0.6,86.97,57.49,639,21.19,0
2024-07-25,Lambda,us-west-2,,,1.01,0.25,,,973,4.59,0
2024-07-25,DataTransfer,us-west-2,,,0.72,3.58,,,254,8.1,0
2024-07-26,EC2,us-west-2,t3.medium,,0.81,1.46,58.02,71.19,371,27.32,0
2024-07-26,S3,us-west-2,,Glacier,0.94,1.3,,,183,10.96,0
2024-07-26,RDS,us-east-1,t3.medium,,0.78,1.68,59.13,42.81,120,13.62,0
2024-07-26,Lambda,eu-west-1,,,0.94,1.74,,,668,4.99,0
2024-07-26,DataTransfer,us-east-1,,,1.24,8.48,,,572,15.16,0
2024-07-27,EC2,eu-west-1,t3.medium,,1.22,1.58,19.53,29.84,578,30.78,0
2024-07-27,S3,us-east-1,,Standard,1.09,1.72,,,521,9.82,0
2024-07-27,RDS,us-east-1,m5.large,,0.91,0.53,65.7,33.5,168,11.52,0
2024-07-27,Lambda,us-west-2,,,1.07,1.64,,,962,4.34,0
2024-07-27,DataTransfer,us-east-1,,,1.25,8.12,,,818,12.29,0
2024-07-28,EC2,us-west-2,t2.micro,,1.2,1.42,81.87,60.79,68,30.04,0
2024-07-28,S3,us-east-1,,IA,1.11,0.38,,,356,9.31,0
2024-07-28,RDS,eu-west-1,m5.large,,0.72,0.5,42.63,39.57,685,9.05,0
2024-07-28,Lambda,us-east-1,,,1.21,1.63,,,161,4.77,0
2024-07-28,DataTransfer,us-east-1,,,0.97,5.07,,,801,8.88,0
2024-07-29,EC2,us-east-1,t3.medium,,1.09,0.69,84.63,84.59,184,35.91,0
2024-07-29,S3,us-west-2,,IA,1.29,1.72,,,135,14.83,0
2024-07-29,RDS,us-west-2,m5.large,,0.73,0.1,59.88,24.42,612,11.93,0
2024-07-29,Lambda,us-west-2,,,1.17,0.67,,,119,5.43,0
2024-07-29,DataTransfer,us-east-1,,,0.9,4.58,,,850,10.09,0
2024-07-30,EC2,us-east-1,t3.medium,,0.84,1.01,71.5,24.34,843,27.69,0
2024-07-30,S3,eu-west-1,,IA,0.98,0.85,,,392,11.06,0
2024-07-30,RDS,us-east-1,m5.large,,0.73,0.88,77.52,38.37,978,12.33,0
2024-07-30,Lambda,us-east-1,,,0.73,0.9,,,931,3.6,0
2024-07-30,DataTransfer,us-east-1,,,1.1,3.32,,,137,11.19,0
2024-07-31,EC2,us-west-2,t2.micro,,0.77,1.53,87.3,87.91,213,25.7,0
2024-07-31,S3,us-east-1,,Standard,0.9,1.26,,,790,10.34,0
2024-07-31,RDS,us-west-2,m5.large,,0.84,0.53,23.58,26.69,595,13.89,0
2024-07-31,Lambda,us-east-1,,,0.78,0.34,,,161,3.54,0
2024-07-31,DataTransfer,us-east-1,,,0.82,0.64,,,388,7.36,0
2024-08-01,EC2,us-west-2,m5.large,,0.77,1.5,82.5,72.04,643,25.66,0
2024-08-01,S3,us-west-2,,IA,0.71,0.79,,,137,8.01,0
2024-08-01,RDS,eu-west-1,t3.medium,,1.24,0.81,80.39,65.41,379,20.37,0
2024-08-01,Lambda,us-east-1,,,0.89,0.63,,,704,4.15,0
2024-08-01,DataTransfer,us-west-2,,,1.03,6.7,,,973,12.25,0
2024-08-02,EC2,eu-west-1,m5.large,,0.83,1.51,47.93,35.81,75,27.43,0
2024-08-02,S3,eu-west-1,,Standard,1.02,0.51,,,268,11.14,0
2024-08-02,RDS,eu-west-1,t2.micro,,0.79,0.41,71.52,49.79,385,12.93,0
2024-08-02,Lambda,eu-west-1,,,0.71,0.07,,,957,3.1,0
2024-08-02,DataTransfer,us-west-2,,,1.27,8.85,,,781,15.34,0
2024-08-03,EC2,us-east-1,t3.medium,,1.14,1.24,19.66,88.39,275,28.15,0
2024-08-03,S3,us-west-2,,Standard,1.17,0.73,,,91,9.77,0
2024-08-03,RDS,us-west-2,t2.micro,,0.93,1.4,71.23,85.06,635,11.92,0
2024-08-03,Lambda,eu-west-1,,,1.26,1.48,,,822,4.78,0
2024-08-03,DataTransfer,us-east-1,,,0.97,2.83,,,445,7.64,0
2024-08-04,EC2,eu-west-1,t3.medium,,0.73,0.68,42.41,36.73,150,17.91,0
2024-08-04,S3,us-east-1,,Standard,0.83,1.9,,,112,7.55,0
2024-08-04,RDS,us-east-1,m5.large,,0.89,1.19,49.14,29.33,483,11.28,0
2024-08-04,Lambda,eu-west-1,,,0.9,1.85,,,677,3.82,0
2024-08-04,DataTransfer,us-east-1,,,0.9,3.69,,,913,7.62,0
2024-08-05,EC2,eu-west-1,m5.large,,1.31,1.15,63.92,21.17,495,42.19,0
2024-08-05,S3,us-west-2,,Standard,0.9,1.17,,,264,10.12,0
2024-08-05,RDS,us-west-2,t2.micro,,1.18,1.32,13.07,45.78,217,19.53,0
2024-08-05,Lambda,eu-west-1,,,1.06,1.71,,,738,5.36,0
2024-08-05,DataTransfer,us-west-2,,,1.11,7.98,,,960,13.4,0
2024-08-06,EC2,us-west-2,t3.medium,,1.38,1.39,16.66,80.41,552,44.43,0
2024-08-06,S3,eu-west-1,,Standard,0.99,1.76,,,464,11.38,0
2024-08-06,RDS,us-west-2,m5.large,,0.81,0.12,75.82,41.8,966,12.94,0
2024-08-06,Lambda,eu-west-1,,,1.05,1.68,,,452,5.3,0
2024-08-06,DataTransfer,us-west-2,,,1.13,1.76,,,469,10.46,0
2024-08-07,EC2,eu-west-1,t2.micro,,0.84,0.02,16.02,46.31,755,26.64,0
2024-08-07,S3,us-west-2,,IA,0.93,0.1,,,939,9.87,0
2024-08-07,RDS,us-west-2,t3.medium,,1.2,1.97,14.01,26.77,653,19.93,0
2024-08-07,Lambda,us-east-1,,,0.9,0.37,,,774,3.97,0
2024-08-07,DataTransfer,us-east-1,,,0.72,7.74,,,746,9.91,0
2024-08-08,EC2,us-east-1,t3.medium,,1.02,0.58,54.95,27.84,658,32.49,0
2024-08-08,S3,eu-west-1,,Standard,1.39,0.5,,,144,14.89,0
2024-08-08,RDS,us-west-2,t2.micro,,1.33,0.67,59.21,84.88,873,21.26,0
2024-08-08,Lambda,us-west-2,,,1.06,0.91,,,743,4.9,0
2024-08-08,DataTransfer,us-east-1,,,1.37,1.43,,,579,12.26,0
2024-08-09,EC2,us-east-1,t2.micro,,1.28,1.42,57.01,77.44,276,40.89,0
2024-08-09,S3,eu-west-1,,Standard,1.01,1.02,,,104,11.08,0
2024-08-09,RDS,us-east-1,t3.medium,,0.91,1.93,85.58,43.44,546,15.32,0
2024-08-09,Lambda,eu-west-1,,,1.26,1.25,,,324,5.9,0
2024-08-09,DataTransfer,eu-west-1,,,1.18,5.7,,,603,12.72,0
2024-08-10,EC2,us-east-1,t2.micro,,0.72,1.07,65.07,72.41,886,17.4,0
2024-08-10,S3,us-east-1,,IA,1.08,1.07,,,597,8.98,0
2024-08-10,RDS,us-east-1,t3.medium,,0.79,0.12,77.6,24.13,245,9.36,0
2024-08-10,Lambda,eu-west-1,,,0.77,0.59,,,987,2.72,0
2024-08-10,DataTransfer,us-east-1,,,1.17,1.33,,,847,7.99,0
2024-08-11,EC2,eu-west-1,m5.large,,0.97,0.69,44.54,74.72,969,23.09,0
2024-08-11,S3,eu-west-1,,IA,1.26,0.68,,,709,10.17,0
2024-08-11,RDS,us-east-1,t2.micro,,0.86,1.01,30.87,20.64,152,10.56,0
2024-08-11,Lambda,us-west-2,,,1.01,1.93,,,76,4.13,0
2024-08-11,DataTransfer,us-west-2,,,1.16,8.73,,,131,11.61,0
2024-08-12,EC2,us-west-2,m5.large,,1.2,0.74,17.4,52.05,560,37.88,0
2024-08-12,S3,us-east-1,,IA,0.79,1.2,,,643,8.78,0
2024-08-12,RDS,us-east-1,t3.medium,,0.94,1.79,87.33,51.04,253,15.61,0
2024-08-12,Lambda,us-west-2,,,1.07,1.38,,,328,5.13,0
2024-08-12,DataTransfer,us-east-1,,,0.74,0.49,,,137,6.37,0
2024-08-13,EC2,eu-west-1,t2.micro,,0.73,1.9,66.89,20.48,429,23.76,0
2024-08-13,S3,us-west-2,,IA,1.01,1.15,,,171,11.06,0
2024-08-13,RDS,us-east-1,m5.large,,1.18,1.43,58.59,26.2,168,19.02,0
2024-08-13,Lambda,us-west-2,,,0.74,1.19,,,363,3.68,0
2024-08-13,DataTransfer,eu-west-1,,,0.85,8.42,,,127,11.24,0
2024-08-14,EC2,us-east-1,t3.medium,,0.92,1.88,64.17,28.33,558,29.37,0
2024-08-14,S3,us-east-1,,Glacier,0.88,1.76,,,187,9.95,0
2024-08-14,RDS,eu-west-1,t2.micro,,0.89,1.52,67.79,20.52,766,14.56,0
2024-08-14,Lambda,eu-west-1,,,0.8,1.73,,,201,4.16,0
2024-08-14,DataTransfer,eu-west-1,,,0.99,4.44,,,918,10.43,0
2024-08-15,EC2,us-west-2,m5.large,,0.89,1.01,72.22,80.08,895,50.26,1
2024-08-15,S3,us-west-2,,Standard,0.83,0.46,,,898,8.77,0
2024-08-15,RDS,us-east-1,t3.medium,,0.71,0.82,36.35,68.54,523,11.34,0
2024-08-15,Lambda,us-west-2,,,0.91,1.62,,,276,4.58,0
2024-08-15,DataTransfer,us-west-2,,,1.39,9.1,,,664,16.0,0
2024-08-16,EC2,us-east-1,t2.micro,,1.16,1.22,83.21,30.95,89,36.49,0
2024-08-16,S3,us-east-1,,Glacier,1.03,0.67,,,572,10.94,0
2024-08-16,RDS,us-west-2,m5.large,,0.82,1.09,67.16,51.12,592,13.22,0
2024-08-16,Lambda,eu-west-1,,,1.01,0.59,,,119,4.47,0
2024-08-16,DataTransfer,us-east-1,,,0.79,6.52,,,787,9.74,0
2024-08-17,EC2,us-east-1,m5.large,,0.91,0.91,23.08,41.29,799,21.41,0
2024-08-17,S3,us-west-2,,IA,1.14,0.88,,,418,9.2,0
2024-08-17,RDS,us-east-1,t2.micro,,1.24,0.53,74.54,37.63,835,14.51,0
2024-08-17,Lambda,us-west-2,,,0.76,1.73,,,804,3.2,0
2024-08-17,DataTransfer,eu-west-1,,,0.91,2.65,,,684,6.91,0
2024-08-18,EC2,us-west-2,m5.large,,0.81,0.21,21.64,81.4,399,18.83,0
2024-08-18,S3,eu-west-1,,Standard,1.15,1.74,,,350,9.72,0
2024-08-18,RDS,us-east-1,m5.large,,0.92,1.24,27.59,51.14,608,11.21,0
2024-08-18,Lambda,us-east-1,,,0.79,0.77,,,787,2.82,0
2024-08-18,DataTransfer,us-east-1,,,1.28,7.1,,,400,11.43,0
2024-08-19,EC2,us-east-1,t3.medium,,1.15,0.68,89.81,38.45,113,35.43,0
2024-08-19,S3,eu-west-1,,Standard,1.4,0.15,,,70,14.33,0
2024-08-19,RDS,eu-west-1,m5.large,,0.94,0.04,17.34,67.67,172,14.45,0
2024-08-19,Lambda,us-east-1,,,1.06,1.08,,,461,4.86,0
2024-08-19,DataTransfer,eu-west-1,,,1.24,7.52,,,645,13.85,0
2024-08-20,EC2,eu-west-1,t3.medium,,1.28,1.4,46.75,23.86,307,39.69,0
2024-08-20,S3,us-west-2,,Standard,1.36,0.55,,,725,14.13,0
2024-08-20,RDS,us-west-2,t2.micro,,0.75,1.95,38.8,53.45,267,12.35,0
2024-08-20,Lambda,us-east-1,,,1.22,1.4,,,304,5.68,0
2024-08-20,DataTransfer,us-west-2,,,0.92,1.25,,,172,8.12,0
2024-08-21,EC2,us-east-1,m5.large,,1.31,1.78,45.92,52.15,198,40.71,0
2024-08-21,S3,eu-west-1,,IA,1.05,1.15,,,407,11.23,0
2024-08-21,RDS,us-west-2,t2.micro,,1.31,0.49,54.05,33.47,582,20.23,0
2024-08-21,Lambda,eu-west-1,,,1.14,0.05,,,297,4.66,0
2024-08-21,DataTransfer,us-west-2,,,1.12,6.32,,,654,12.28,0
2024-08-22,EC2,eu-west-1,t3.medium,,1.23,1.16,24.93,33.18,935,37.89,0
2024-08-22,S3,eu-west-1,,Glacier,0.98,0.25,,,663,10.01,0
2024-08-22,RDS,us-west-2,m5.large,,1.27,0.65,37.97,61.74,265,19.65,0
2024-08-22,Lambda,us-east-1,,,0.72,1.47,,,988,3.64,0
2024-08-22,DataTransfer,eu-west-1,,,1.18,8.93,,,91,14.02,0
2024-08-23,EC2,eu-west-1,t3.medium,,0.79,1.35,78.69,87.39,891,24.61,0
2024-08-23,S3,us-east-1,,IA,0.93,1.2,,,363,9.99,0
2024-08-23,RDS,us-west-2,t2.micro,,1.25,1.41,76.76,23.93,854,19.58,0
2024-08-23,Lambda,eu-west-1,,,1.37,0.6,,,258,5.81,0
2024-08-23,DataTransfer,eu-west-1,,,1.37,0.33,,,527,11.23,0
2024-08-24,EC2,eu-west-1,t3.medium,,1.24,0.44,59.7,23.37,894,28.35,0
2024-08-24,S3,eu-west-1,,IA,1.23,1.0,,,65,9.79,0
2024-08-24,RDS,eu-west-1,t2.micro,,0.88,1.79,55.91,44.55,754,10.83,0
2024-08-24,Lambda,eu-west-1,,,1.05,1.82,,,886,4.07,0
2024-08-24,DataTransfer,eu-west-1,,,0.82,0.02,,,531,4.94,0
2024-08-25,EC2,us-west-2,t3.medium,,1.1,0.5,83.22,38.6,587,24.99,0
2024-08-25,S3,eu-west-1,,IA,1.33,0.34,,,693,10.22,0
2024-08-25,RDS,us-west-2,t2.micro,,1.36,1.35,34.13,33.18,161,16.06,0
2024-08-25,Lambda,us-west-2,,,0.77,0.29,,,778,2.45,0
2024-08-25,DataTransfer,us-west-2,,,1.06,1.07,,,356,6.92,0
2024-08-26,EC2,eu-west-1,t2.micro,,0.84,0.2,23.35,84.66,230,25.28,0
2024-08-26,S3,us-east-1,,IA,1.08,1.35,,,433,11.46,0
2024-08-26,RDS,eu-west-1,m5.large,,0.89,0.08,46.45,82.37,720,13.36,0
2024-08-26,Lambda,eu-west-1,,,1.28,1.98,,,150,6.13,0
2024-08-26,DataTransfer,us-west-2,,,1.18,6.74,,,108,12.86,0
2024-08-27,EC2,us-west-2,m5.large,,0.79,1.77,32.0,35.65,172,24.64,0
2024-08-27,S3,us-east-1,,Glacier,0.85,0.16,,,438,8.6,0
2024-08-27,RDS,us-east-1,t3.medium,,1.36,1.88,23.98,81.23,698,21.26,0
2024-08-27,Lambda,us-east-1,,,0.88,0.13,,,58,3.57,0
2024-08-27,DataTransfer,us-west-2,,,1.34,6.33,,,511,13.87,0
2024-08-28,EC2,us-west-2,t3.medium,,0.72,0.75,60.14,30.23,221,21.9,0
2024-08-28,S3,eu-west-1,,IA,1.39,1.74,,,923,14.69,0
2024-08-28,RDS,us-west-2,t2.micro,,1.11,1.83,24.19,20.49,362,17.45,0
2024-08-28,Lambda,us-west-2,,,0.75,0.83,,,914,3.42,0
2024-08-28,DataTransfer,us-east-1,,,0.76,7.7,,,950,9.9,0
2024-08-29,EC2,eu-west-1,t2.micro,,1.38,0.33,33.95,27.01,253,41.21,0
2024-08-29,S3,us-west-2,,Standard,0.88,0.19,,,435,8.87,0
2024-08-29,RDS,us-west-2,m5.large,,1.14,0.83,23.32,89.03,360,17.44,0
2024-08-29,Lambda,eu-west-1,,,0.9,0.14,,,858,3.64,0
2024-08-29,DataTransfer,eu-west-1,,,1.11,9.29,,,894,13.45,0
2024-08-30,EC2,us-west-2,t3.medium,,1.2,1.46,23.92,45.29,335,36.36,0
2024-08-30,S3,us-west-2,,IA,1.07,1.99,,,75,11.66,0
2024-08-30,RDS,us-east-1,t3.medium,,1.3,0.69,41.22,82.37,765,19.72,0
2024-08-30,Lambda,us-east-1,,,1.2,0.5,,,403,5.02,0
2024-08-30,DataTransfer,us-west-2,,,0.81,6.27,,,997,21.02,1
2024-08-31,EC2,us-west-2,t2.micro,,0.87,0.42,68.88,42.4,313,19.51,0
2024-08-31,S3,eu-west-1,,Standard,0.83,1.43,,,324,6.92,0
2024-08-31,RDS,us-east-1,m5.large,,1.23,0.29,10.69,21.4,75,13.89,0
2024-08-31,Lambda,eu-west-1,,,1.02,1.04,,,731,3.55,0
2024-08-31,DataTransfer,us-east-1,,,1.0,7.18,,,278,9.51,0
2024-09-01,EC2,eu-west-1,m5.large,,0.97,0.36,38.14,50.81,934,21.71,0
2024-09-01,S3,us-west-2,,Standard,0.88,1.73,,,722,7.4,0
2024-09-01,RDS,eu-west-1,m5.large,,0.74,1.4,14.46,83.82,766,8.9,0
2024-09-01,Lambda,eu-west-1,,,1.06,0.88,,,802,3.57,0
2024-09-01,DataTransfer,us-west-2,,,0.9,8.69,,,99,9.71,0
2024-09-02,EC2,us-west-2,m5.large,,1.2,1.24,16.53,35.24,235,36.25,0
2024-09-02,S3,us-west-2,,IA,1.37,1.07,,,148,14.02,0
2024-09-02,RDS,us-west-2,t3.medium,,1.33,0.91,21.95,85.1,774,20.13,0
2024-09-02,Lambda,us-east-1,,,0.83,0.6,,,570,3.57,0
2024-09-02,DataTransfer,eu-west-1,,,1.03,8.53,,,275,12.38,0
2024-09-03,EC2,us-west-2,m5.large,,1.06,0.17,88.77,66.65,481,31.47,0
2024-09-03,S3,eu-west-1,,Glacier,1.0,0.61,,,509,10.17,0
2024-09-03,RDS,us-east-1,m5.large,,0.87,1.44,72.15,67.14,624,13.6,0
2024-09-03,Lambda,us-east-1,,,1.32,0.16,,,179,5.3,0
2024-09-03,DataTransfer,us-east-1,,,0.87,9.88,,,148,11.83,0
2024-09-04,EC2,eu-west-1,m5.large,,1.26,1.69,60.82,22.91,400,38.02,0
2024-09-04,S3,eu-west-1,,IA,0.77,1.4,,,804,8.3,0
2024-09-04,RDS,us-west-2,m5.large,,1.4,1.72,42.64,88.62,555,21.48,0
2024-09-04,Lambda,us-west-2,,,1.22,0.06,,,486,4.83,0
2024-09-04,DataTransfer,eu-west-1,,,1.14,8.99,,,855,13.49,0
2024-09-05,EC2,us-east-1,t2.micro,,0.98,1.89,42.52,74.03,405,29.81,0
2024-09-05,S3,us-east-1,,Glacier,1.18,0.68,,,948,11.95,0
2024-09-05,RDS,eu-west-1,t3.medium,,0.84,1.61,78.01,40.24,316,13.18,0
2024-09-05,Lambda,us-east-1,,,0.73,0.3,,,777,3.04,0
2024-09-05,DataTransfer,eu-west-1,,,1.1,6.45,,,726,11.89,0
2024-09-06,EC2,eu-west-1,m5.large,,0.8,0.03,55.35,85.26,920,23.53,0
2024-09-06,S3,us-west-2,,Standard,1.37,1.81,,,69,14.3,0
2024-09-06,RDS,eu-west-1,t2.micro,,0.75,1.37,50.26,73.56,503,11.72,0
2024-09-06,Lambda,us-east-1,,,0.8,1.3,,,868,3.8,0
2024-09-06,DataTransfer,us-east-1,,,1.31,6.13,,,970,13.34,0
2024-09-07,EC2,eu-west-1,t3.medium,,0.75,1.25,30.26,76.26,436,17.16,0
2024-09-07,S3,eu-west-1,,Standard,1.02,1.51,,,249,8.23,0
2024-09-07,RDS,us-west-2,t3.medium,,0.88,0.59,10.05,87.42,305,10.01,0
2024-09-07,Lambda,us-west-2,,,0.88,1.75,,,698,3.47,0
2024-09-07,DataTransfer,us-west-2,,,0.71,6.16,,,749,7.25,0
2024-09-08,EC2,us-west-2,m5.large,,0.86,1.28,28.85,69.96,329,19.62,0
2024-09-08,S3,us-west-2,,Glacier,0.99,0.09,,,360,7.31,0
2024-09-08,RDS,eu-west-1,t3.medium,,1.19,1.52,18.46,55.43,202,13.84,0
2024-09-08,Lambda,us-east-1,,,1.36,1.03,,,235,4.48,0
2024-09-08,DataTransfer,us-west-2,,,1.07,5.84,,,742,9.19,0
2024-09-09,EC2,us-east-1,t3.medium,,1.04,1.69,76.56,48.25,978,31.37,0
2024-09-09,S3,us-west-2,,Standard,1.34,1.82,,,681,14.0,0
2024-09-09,RDS,us-east-1,t3.medium,,0.93,0.21,29.11,86.45,908,13.77,0
2024-09-09,Lambda,us-west-2,,,0.82,0.89,,,930,3.64,0
2024-09-09,DataTransfer,eu-west-1,,,0.93,5.44,,,473,9.95,0
2024-09-10,EC2,eu-west-1,t2.micro,,1.17,0.66,32.25,32.91,183,34.53,0
2024-09-10,S3,us-east-1,,IA,0.75,1.33,,,983,8.0,0
2024-09-10,RDS,eu-west-1,t3.medium,,0.9,1.45,85.62,84.2,992,13.87,0
2024-09-10,Lambda,eu-west-1,,,1.02,1.64,,,555,4.81,0
2024-09-10,DataTransfer,us-west-2,,,0.83,8.21,,,592,10.56,0
2024-09-11,EC2,eu-west-1,t2.micro,,0.79,0.36,49.44,25.74,545,23.18,0
2024-09-11,S3,eu-west-1,,IA,1.21,0.64,,,677,12.13,0
2024-09-11,RDS,us-west-2,t3.medium,,0.89,1.4,62.71,89.24,965,13.67,0
2024-09-11,Lambda,us-west-2,,,1.17,0.1,,,102,4.6,0
2024-09-11,DataTransfer,eu-west-1,,,0.97,8.37,,,482,11.72,0
2024-09-12,EC2,us-west-2,m5.large,,0.78,1.18,63.36,34.05,590,23.33,0
2024-09-12,S3,us-west-2,,IA,1.13,1.28,,,263,11.65,0
2024-09-12,RDS,us-west-2,t3.medium,,1.15,1.6,47.31,45.32,172,17.5,0
2024-09-12,Lambda,us-east-1,,,0.78,1.51,,,611,3.8,0
2024-09-12,DataTransfer,us-west-2,,,1.04,6.25,,,532,11.21,0
2024-09-13,EC2,eu-west-1,t2.micro,,1.21,1.01,64.4,34.2,955,35.64,0
2024-09-13,S3,eu-west-1,,IA,1.05,1.85,,,529,11.06,0
2024-09-13,RDS,us-west-2,m5.large,,0.96,0.51,49.12,48.52,420,14.23,0
2024-09-13,Lambda,eu-west-1,,,0.74,0.28,,,914,3.01,0
2024-09-13,DataTransfer,eu-west-1,,,0.9,3.69,,,144,8.8,0
2024-09-14,EC2,us-west-2,t3.medium,,1.09,0.34,25.82,42.32,456,24.0,0
2024-09-14,S3,eu-west-1,,IA,1.38,0.04,,,465,10.04,0
2024-09-14,RDS,us-west-2,t3.medium,,0.91,0.27,21.65,68.82,329,10.03,0
2024-09-14,Lambda,us-west-2,,,1.25,1.87,,,764,4.56,0
2024-09-14,DataTransfer,us-west-2,,,0.81,2.43,,,605,5.92,0
2024-09-15,EC2,eu-west-1,m5.large,,0.98,1.84,62.02,26.33,654,22.3,0
2024-09-15,S3,eu-west-1,,IA,0.92,1.58,,,697,7.47,0
2024-09-15,RDS,us-west-2,t3.medium,,0.79,0.8,38.06,74.1,354,8.96,0
2024-09-15,Lambda,us-west-2,,,0.81,0.73,,,736,2.71,0
2024-09-15,DataTransfer,us-west-2,,,0.81,7.98,,,688,8.67,0
2024-09-16,EC2,eu-west-1,t3.medium,,0.97,0.09,24.12,86.91,539,28.05,0
2024-09-16,S3,us-east-1,,Glacier,1.05,0.01,,,925,10.11,0
2024-09-16,RDS,eu-west-1,m5.large,,0.97,1.69,61.54,65.55,884,14.84,0
2024-09-16,Lambda,eu-west-1,,,1.33,1.84,,,415,6.05,0
2024-09-16,DataTransfer,us-west-2,,,1.08,7.41,,,353,12.06,0
